"SR- LS SCL"|"Yes"|"Yes"|"Stratified loamy sand to sandy clay loam"|"7928968"|"15147400"
"CL"|"No "|"No "|"Clay loam"|"8096716"|"15221964"
"C"|"No "|"No "|"Clay"|"8096716"|"15370136"
"SC"|"No "|"No "|"Sandy clay"|"8096716"|"15666478"
"SICL"|"No "|"No "|"Silty clay loam"|"8096717"|"15221965"
"C"|"No "|"No "|"Clay"|"8096717"|"15518308"
"SIC"|"No "|"No "|"Silty clay"|"8096717"|"15666479"
"SC"|"No "|"No "|"Sandy clay"|"8096718"|"15370137"
"CL"|"No "|"No "|"Clay loam"|"8096718"|"15518309"
"C"|"No "|"No "|"Clay"|"8096718"|"15666480"
"CL"|"No "|"No "|"Clay loam"|"8096719"|"15221966"
"L"|"No "|"No "|"Loam"|"8096719"|"15370138"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8096719"|"15518310"
"VAR"|"No "|"Yes"|"Variable"|"8096720"|"15666481"
"VAR"|"No "|"Yes"|"Variable"|"8096721"|"15221967"
"SL"|"No "|"No "|"Sandy loam"|"8096722"|"15370139"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096722"|"15518311"
"L"|"No "|"No "|"Loam"|"8096722"|"15666482"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096723"|"15221968"
"CL"|"No "|"No "|"Clay loam"|"8096723"|"15370140"
"SL"|"No "|"No "|"Sandy loam"|"8096723"|"15518312"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096724"|"15221969"
"LS"|"No "|"No "|"Loamy sand"|"8096724"|"15370141"
"SL"|"No "|"No "|"Sandy loam"|"8096724"|"15666483"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096725"|"15518313"
"SL"|"No "|"No "|"Sandy loam"|"8096725"|"15666484"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096726"|"15221970"
"SL"|"No "|"No "|"Sandy loam"|"8096726"|"15370142"
"LS"|"No "|"No "|"Loamy sand"|"8096727"|"15221971"
"SL"|"No "|"No "|"Sandy loam"|"8096727"|"15518314"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096727"|"15666485"
"SL"|"No "|"No "|"Sandy loam"|"8096728"|"15370143"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096728"|"15518315"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096728"|"15666486"
"LS"|"No "|"Yes"|"Loamy sand"|"8096729"|"15221972"
"LS"|"No "|"Yes"|"Loamy sand"|"8096730"|"15370144"
"LS"|"No "|"Yes"|"Loamy sand"|"8096731"|"15518316"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096732"|"15221973"
"SL"|"No "|"No "|"Sandy loam"|"8096732"|"15666487"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096733"|"15370145"
"SC"|"No "|"No "|"Sandy clay"|"8096733"|"15518317"
"L"|"No "|"No "|"Loam"|"8096734"|"15221974"
"SL"|"No "|"No "|"Sandy loam"|"8096734"|"15370146"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096734"|"15666488"
"SC"|"No "|"No "|"Sandy clay"|"8096735"|"15518318"
"C"|"No "|"No "|"Clay"|"8096735"|"15666489"
"LS"|"No "|"Yes"|"Loamy sand"|"8096736"|"15221975"
"LS"|"No "|"Yes"|"Loamy sand"|"8096737"|"15370147"
"LS"|"No "|"Yes"|"Loamy sand"|"8096738"|"15518319"
"S"|"No "|"Yes"|"Sand"|"8096739"|"15666490"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096740"|"15221976"
"SC"|"No "|"No "|"Sandy clay"|"8096740"|"15370148"
"SL"|"No "|"No "|"Sandy loam"|"8096740"|"15518320"
"SL"|"No "|"Yes"|"Sandy loam"|"8096741"|"15666491"
"LS"|"No "|"Yes"|"Loamy sand"|"8096742"|"15221977"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096743"|"15370149"
"SC"|"No "|"No "|"Sandy clay"|"8096743"|"15518321"
"CL"|"No "|"No "|"Clay loam"|"8096744"|"15221978"
"SICL"|"No "|"No "|"Silty clay loam"|"8096744"|"15370150"
"SIL"|"No "|"No "|"Silt loam"|"8096744"|"15666492"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"8096745"|"15518322"
"LS"|"No "|"Yes"|"Loamy sand"|"8096746"|"15666493"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096747"|"15221979"
"SL"|"No "|"No "|"Sandy loam"|"8096747"|"15370151"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096747"|"15518323"
"SL"|"No "|"No "|"Sandy loam"|"8096748"|"15221980"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096748"|"15370152"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096748"|"15666494"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096749"|"15221981"
"SL"|"No "|"No "|"Sandy loam"|"8096749"|"15518324"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096749"|"15666495"
"SL"|"No "|"No "|"Sandy loam"|"8096750"|"15370153"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"8096750"|"15518325"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096750"|"15666496"
"LS"|"No "|"Yes"|"Loamy sand"|"8096751"|"15221982"
"SC"|"No "|"No "|"Sandy clay"|"8096752"|"15370154"
"C"|"No "|"No "|"Clay"|"8096752"|"15518326"
"S"|"No "|"No "|"Sand"|"8096753"|"15221983"
"FS"|"No "|"No "|"Fine sand"|"8096753"|"15370155"
"COS"|"No "|"No "|"Coarse sand"|"8096753"|"15666497"
"LFS"|"No "|"No "|"Loamy fine sand"|"8096754"|"15221984"
"LS"|"No "|"No "|"Loamy sand"|"8096754"|"15518327"
"S"|"No "|"No "|"Sand"|"8096754"|"15666498"
"VAR"|"No "|"Yes"|"Variable"|"8096755"|"15370156"
"LS"|"No "|"Yes"|"Loamy sand"|"8096756"|"15518328"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096757"|"15221985"
"SL"|"No "|"No "|"Sandy loam"|"8096757"|"15666499"
"SL"|"No "|"No "|"Sandy loam"|"8096758"|"15370157"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096758"|"15518329"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096758"|"15666500"
"C"|"No "|"No "|"Clay"|"8096759"|"15221986"
"SC"|"No "|"No "|"Sandy clay"|"8096759"|"15370158"
"SC"|"No "|"No "|"Sandy clay"|"8096760"|"15221987"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096760"|"15518330"
"CL"|"No "|"No "|"Clay loam"|"8096760"|"15666501"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096761"|"15370159"
"SC"|"No "|"No "|"Sandy clay"|"8096761"|"15518331"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096762"|"15666502"
"SC"|"No "|"No "|"Sandy clay"|"8096762"|"15221988"
"CL"|"No "|"No "|"Clay loam"|"8096762"|"15370160"
"LS"|"No "|"Yes"|"Loamy sand"|"8096763"|"15518332"
"LS"|"No "|"Yes"|"Loamy sand"|"8096764"|"15666503"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096765"|"15221989"
"SL"|"No "|"No "|"Sandy loam"|"8096765"|"15370161"
"FS"|"No "|"No "|"Fine sand"|"8096766"|"15221990"
"COS"|"No "|"No "|"Coarse sand"|"8096766"|"15518333"
"S"|"No "|"No "|"Sand"|"8096766"|"15666504"
"SC"|"No "|"No "|"Sandy clay"|"8096767"|"15518334"
"SL"|"No "|"No "|"Sandy loam"|"8096767"|"15666505"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096767"|"15370162"
"SL"|"No "|"No "|"Sandy loam"|"8096768"|"15221991"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096768"|"15370163"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"8096769"|"15518335"
"SC"|"No "|"No "|"Sandy clay"|"8096770"|"15221992"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096770"|"15666506"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096771"|"15370164"
"SC"|"No "|"No "|"Sandy clay"|"8096771"|"15518336"
"SL"|"No "|"Yes"|"Sandy loam"|"8096772"|"15666507"
"LS"|"No "|"Yes"|"Loamy sand"|"8096773"|"15221993"
"CL"|"No "|"No "|"Clay loam"|"8096774"|"15370165"
"SC"|"No "|"No "|"Sandy clay"|"8096774"|"15518337"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096774"|"15666508"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096775"|"15221994"
"SL"|"No "|"No "|"Sandy loam"|"8096775"|"15370166"
"SC"|"No "|"No "|"Sandy clay"|"8096775"|"15518338"
"LS"|"No "|"No "|"Loamy sand"|"8096776"|"15221995"
"FS"|"No "|"No "|"Fine sand"|"8096776"|"15370167"
"LFS"|"No "|"No "|"Loamy fine sand"|"8096776"|"15666509"
"C"|"No "|"No "|"Clay"|"8096777"|"15221996"
"SC"|"No "|"No "|"Sandy clay"|"8096777"|"15518339"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096777"|"15666510"
"SL"|"No "|"Yes"|"Sandy loam"|"8096778"|"15370168"
"S"|"No "|"No "|"Sand"|"8096779"|"15518340"
"FS"|"No "|"No "|"Fine sand"|"8096779"|"15666511"
"SL"|"No "|"No "|"Sandy loam"|"8096780"|"15221997"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096780"|"15370169"
"LS"|"No "|"Yes"|"Loamy sand"|"8096781"|"15518341"
"SL"|"No "|"No "|"Sandy loam"|"8096782"|"15221998"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096782"|"15370170"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096782"|"15666512"
"SC"|"No "|"No "|"Sandy clay"|"8096783"|"15221999"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096783"|"15518342"
"SL"|"No "|"No "|"Sandy loam"|"8096783"|"15666513"
"S"|"No "|"Yes"|"Sand"|"8096784"|"15370171"
"FS"|"No "|"No "|"Fine sand"|"8096785"|"15518343"
"S"|"No "|"No "|"Sand"|"8096785"|"15666514"
"FS"|"No "|"No "|"Fine sand"|"8096786"|"15222000"
"S"|"No "|"No "|"Sand"|"8096786"|"15370172"
"LS"|"No "|"No "|"Loamy sand"|"8096786"|"15518344"
"LS"|"No "|"Yes"|"Loamy sand"|"8096787"|"15666515"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096788"|"15222001"
"SL"|"No "|"No "|"Sandy loam"|"8096788"|"15370173"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096788"|"15518345"
"SC"|"No "|"No "|"Sandy clay"|"8096789"|"15222002"
"C"|"No "|"No "|"Clay"|"8096789"|"15666516"
"SC"|"No "|"No "|"Sandy clay"|"8096790"|"15370174"
"C"|"No "|"No "|"Clay"|"8096790"|"15518346"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096790"|"15666517"
"SL"|"No "|"Yes"|"Sandy loam"|"8096791"|"15222003"
"S"|"No "|"No "|"Sand"|"8096792"|"15370175"
"FS"|"No "|"No "|"Fine sand"|"8096792"|"15518347"
"LFS"|"No "|"No "|"Loamy fine sand"|"8096792"|"15666518"
"SL"|"No "|"No "|"Sandy loam"|"8096793"|"15222004"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"8096793"|"15370176"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096793"|"15518348"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096794"|"15222005"
"SL"|"No "|"No "|"Sandy loam"|"8096794"|"15666519"
"FS"|"No "|"Yes"|"Fine sand"|"8096795"|"15370177"
"FS"|"No "|"Yes"|"Fine sand"|"8096796"|"15518349"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8096797"|"15666520"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8096798"|"15222006"
"SR- SL FSL"|"Yes"|"Yes"|"Stratified sandy loam to fine sandy loam"|"8096799"|"15370178"
"FS"|"No "|"Yes"|"Fine sand"|"8096800"|"15518350"
"MUCK"|"No "|"Yes"|"Muck"|"8096801"|"15666521"
"SL"|"No "|"No "|"Sandy loam"|"8096802"|"15222007"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096802"|"15370179"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096802"|"15518351"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"8096803"|"15666522"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"8096804"|"15222008"
"LS"|"No "|"Yes"|"Loamy sand"|"8096805"|"15370180"
"SR- S LS"|"Yes"|"Yes"|"Stratified sand to loamy sand"|"8096806"|"15518352"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096807"|"15222009"
"SL"|"No "|"No "|"Sandy loam"|"8096807"|"15666523"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096808"|"15370181"
"SC"|"No "|"No "|"Sandy clay"|"8096808"|"15518353"
"LS"|"No "|"Yes"|"Loamy sand"|"8096809"|"15666524"
"C"|"No "|"No "|"Clay"|"8096810"|"15222010"
"SIC"|"No "|"No "|"Silty clay"|"8096810"|"15370182"
"SICL"|"No "|"No "|"Silty clay loam"|"8096810"|"15518354"
"L"|"No "|"No "|"Loam"|"8096811"|"15222011"
"SL"|"No "|"No "|"Sandy loam"|"8096811"|"15666525"
"SIL"|"No "|"No "|"Silt loam"|"8096812"|"15370183"
"CL"|"No "|"No "|"Clay loam"|"8096812"|"15518355"
"SICL"|"No "|"No "|"Silty clay loam"|"8096812"|"15666526"
"C"|"No "|"No "|"Clay"|"8096813"|"15222012"
"CL"|"No "|"No "|"Clay loam"|"8096813"|"15370184"
"SC"|"No "|"No "|"Sandy clay"|"8096814"|"15222013"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096814"|"15518356"
"SL"|"No "|"No "|"Sandy loam"|"8096814"|"15666527"
"GR-L"|"No "|"Yes"|"Gravelly loam"|"8096815"|"15370185"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8096816"|"15518357"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096817"|"15222014"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096817"|"15370186"
"SL"|"No "|"No "|"Sandy loam"|"8096817"|"15666528"
"MPT"|"No "|"Yes"|"Mucky peat"|"8096818"|"15518358"
"FS"|"No "|"No "|"Fine sand"|"8096819"|"15222015"
"S"|"No "|"No "|"Sand"|"8096819"|"15666529"
"GR-L"|"No "|"Yes"|"Gravelly loam"|"8096820"|"15370187"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096821"|"15222016"
"SL"|"No "|"No "|"Sandy loam"|"8096821"|"15518359"
"L"|"No "|"No "|"Loam"|"8096821"|"15666530"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096822"|"15370188"
"CL"|"No "|"No "|"Clay loam"|"8096822"|"15518360"
"L"|"No "|"No "|"Loam"|"8096822"|"15666531"
"CB-CL"|"No "|"No "|"Cobbly clay loam"|"8096823"|"15222017"
"GR-SCL"|"No "|"No "|"Gravelly sandy clay loam"|"8096823"|"15370189"
"CB-C"|"No "|"No "|"Cobbly clay"|"8096823"|"15518361"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8096824"|"15666532"
"VAR"|"No "|"Yes"|"Variable"|"8096825"|"15222018"
"SL"|"No "|"No "|"Sandy loam"|"8096826"|"15370190"
"FSL"|"No "|"No "|"Fine sandy loam"|"8096826"|"15518362"
"L"|"No "|"No "|"Loam"|"8096826"|"15666533"
"VAR"|"No "|"Yes"|"Variable"|"8096827"|"15222019"
"C"|"No "|"No "|"Clay"|"8096828"|"15370191"
"CL"|"No "|"No "|"Clay loam"|"8096828"|"15518363"
"SC"|"No "|"No "|"Sandy clay"|"8096828"|"15666534"
"C"|"No "|"No "|"Clay"|"8096829"|"15222020"
"CL"|"No "|"No "|"Clay loam"|"8096829"|"15370192"
"SL"|"No "|"No "|"Sandy loam"|"8096830"|"15222021"
"CL"|"No "|"No "|"Clay loam"|"8096830"|"15518364"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096830"|"15666535"
"L"|"No "|"No "|"Loam"|"8096831"|"15370193"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096831"|"15518365"
"CL"|"No "|"No "|"Clay loam"|"8096831"|"15666536"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096832"|"15222022"
"SL"|"No "|"No "|"Sandy loam"|"8096832"|"15370194"
"SC"|"No "|"No "|"Sandy clay"|"8096832"|"15518366"
"SL"|"No "|"No "|"Sandy loam"|"8096833"|"15222023"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096833"|"15666537"
"LS"|"No "|"Yes"|"Loamy sand"|"8096834"|"15370195"
"LS"|"No "|"Yes"|"Loamy sand"|"8096835"|"15518367"
"LS"|"No "|"Yes"|"Loamy sand"|"8096836"|"15666538"
"LS"|"No "|"Yes"|"Loamy sand"|"8096837"|"15222024"
"S"|"No "|"Yes"|"Sand"|"8096838"|"15370196"
"C"|"No "|"No "|"Clay"|"8096839"|"15518368"
"CL"|"No "|"No "|"Clay loam"|"8096839"|"15666539"
"SCL"|"No "|"No "|"Sandy clay loam"|"8096840"|"15222025"
"SL"|"No "|"No "|"Sandy loam"|"8096840"|"15370197"
"SC"|"No "|"No "|"Sandy clay"|"8096841"|"15518369"
"C"|"No "|"No "|"Clay"|"8096841"|"15666540"
"L"|"No "|"Yes"|"Loam"|"8101827"|"15520483"
"L"|"No "|"No "|"Loam"|"8101950"|"15372371"
"SL"|"No "|"No "|"Sandy loam"|"8101950"|"15520543"
"FSL"|"No "|"No "|"Fine sandy loam"|"8101950"|"15668714"
"SL"|"No "|"Yes"|"Sandy loam"|"8101954"|"15668716"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8101955"|"15224202"
"SL"|"No "|"No "|"Sandy loam"|"8101956"|"15372374"
"L"|"No "|"No "|"Loam"|"8101956"|"15520546"
"LS"|"No "|"No "|"Loamy sand"|"8101956"|"15668717"
"L"|"No "|"Yes"|"Loam"|"8101957"|"15224203"
"L"|"No "|"No "|"Loam"|"8101958"|"15372375"
"SL"|"No "|"No "|"Sandy loam"|"8101958"|"15520547"
"FSL"|"No "|"No "|"Fine sandy loam"|"8101958"|"15668718"
"L"|"No "|"No "|"Loam"|"8101959"|"15224204"
"SL"|"No "|"No "|"Sandy loam"|"8101959"|"15372376"
"FSL"|"No "|"No "|"Fine sandy loam"|"8101959"|"15520548"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8101968"|"15372380"
"SL"|"No "|"No "|"Sandy loam"|"8109175"|"15227483"
"L"|"No "|"No "|"Loam"|"8109175"|"15375655"
"FSL"|"No "|"No "|"Fine sandy loam"|"8109175"|"15671997"
"S"|"No "|"Yes"|"Sand"|"8109254"|"15227522"
"VAR"|"No "|"Yes"|"Variable"|"8109255"|"15375694"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8111936"|"15376910"
"SIL"|"No "|"Yes"|"Silt loam"|"8111937"|"15525082"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8111938"|"15673253"
"GR-FSL"|"No "|"Yes"|"Gravelly fine sandy loam"|"8111939"|"15228739"
"GR-SIL"|"No "|"Yes"|"Gravelly silt loam"|"8112003"|"15376945"
"GR-L"|"No "|"No "|"Gravelly loam"|"8112004"|"15228774"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"8112004"|"15525117"
"GR-SIL"|"No "|"No "|"Gravelly silt loam"|"8112004"|"15673288"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"8112005"|"15376946"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8112005"|"15525118"
"GRV-SIL"|"No "|"No "|"Very gravelly silt loam"|"8112005"|"15673289"
"C"|"No "|"No "|"Clay"|"8112006"|"15228775"
"SIC"|"No "|"No "|"Silty clay"|"8112006"|"15376947"
"GR-C"|"No "|"No "|"Gravelly clay"|"8112006"|"15525119"
"SIL"|"No "|"Yes"|"Silt loam"|"8112027"|"15228786"
"SIL"|"No "|"No "|"Silt loam"|"8112028"|"15376958"
"SICL"|"No "|"No "|"Silty clay loam"|"8112028"|"15525130"
"GR-SIL"|"No "|"Yes"|"Gravelly silt loam"|"8112029"|"15673301"
"CBV-L"|"No "|"No "|"Very cobbly loam"|"8112074"|"15376978"
"CBV-SIL"|"No "|"No "|"Very cobbly silt loam"|"8112074"|"15525150"
"CNV-FSL"|"No "|"No "|"Very channery fine sandy loam"|"8112074"|"15673321"
"GRV-L"|"No "|"No "|"Very gravelly loam"|"8112075"|"15228807"
"GRV-CL"|"No "|"No "|"Very gravelly clay loam"|"8112075"|"15376979"
"GRV-SCL"|"No "|"No "|"Very gravelly sandy clay loam"|"8112075"|"15525151"
"SR- LS SCL"|"Yes"|"Yes"|"Stratified loamy sand to sandy clay loam"|"8116417"|"15675191"
"SC"|"No "|"No "|"Sandy clay"|"8116418"|"15378849"
"C"|"No "|"No "|"Clay"|"8116418"|"15527021"
"CL"|"No "|"No "|"Clay loam"|"8116418"|"15230677"
"CL"|"No "|"No "|"Clay loam"|"8116450"|"15378865"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116450"|"15527037"
"SL"|"No "|"No "|"Sandy loam"|"8116450"|"15675208"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116451"|"15230694"
"SC"|"No "|"No "|"Sandy clay"|"8116451"|"15378866"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116452"|"15230695"
"SC"|"No "|"No "|"Sandy clay"|"8116452"|"15527038"
"CL"|"No "|"No "|"Clay loam"|"8116452"|"15675209"
"CL"|"No "|"No "|"Clay loam"|"8116453"|"15378867"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116453"|"15527039"
"SL"|"No "|"No "|"Sandy loam"|"8116453"|"15675210"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116535"|"15527077"
"SL"|"No "|"No "|"Sandy loam"|"8116535"|"15675248"
"S"|"No "|"No "|"Sand"|"8116536"|"15230734"
"FS"|"No "|"No "|"Fine sand"|"8116536"|"15378906"
"SL"|"No "|"Yes"|"Sandy loam"|"8116556"|"15378914"
"SR- LS C"|"Yes"|"Yes"|"Stratified loamy sand to clay"|"8116557"|"15527086"
"SC"|"No "|"No "|"Sandy clay"|"8116558"|"15230743"
"SL"|"No "|"No "|"Sandy loam"|"8116558"|"15378915"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116558"|"15675257"
"CL"|"No "|"No "|"Clay loam"|"8116559"|"15230744"
"SL"|"No "|"No "|"Sandy loam"|"8116559"|"15527087"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116559"|"15675258"
"SL"|"No "|"Yes"|"Sandy loam"|"8116563"|"15527089"
"CL"|"No "|"No "|"Clay loam"|"8116564"|"15230746"
"FSL"|"No "|"No "|"Fine sandy loam"|"8116564"|"15378918"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116564"|"15675260"
"SL"|"No "|"Yes"|"Sandy loam"|"8116565"|"15527090"
"LS"|"No "|"Yes"|"Loamy sand"|"8116573"|"15230750"
"LS"|"No "|"No "|"Loamy sand"|"8116574"|"15378922"
"S"|"No "|"No "|"Sand"|"8116574"|"15527094"
"SL"|"No "|"No "|"Sandy loam"|"8116694"|"15230809"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"8116694"|"15378981"
"L"|"No "|"No "|"Loam"|"8116694"|"15527153"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116695"|"15230810"
"L"|"No "|"No "|"Loam"|"8116695"|"15378982"
"CL"|"No "|"No "|"Clay loam"|"8116695"|"15675324"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116696"|"15230811"
"SL"|"No "|"No "|"Sandy loam"|"8116696"|"15527154"
"L"|"No "|"No "|"Loam"|"8116696"|"15675325"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8116697"|"15378983"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116698"|"15230812"
"GR-SCL"|"No "|"No "|"Gravelly sandy clay loam"|"8116698"|"15527155"
"GR-FSL"|"No "|"No "|"Gravelly fine sandy loam"|"8116698"|"15675326"
"SICL"|"No "|"No "|"Silty clay loam"|"8116699"|"15378984"
"SIC"|"No "|"No "|"Silty clay"|"8116699"|"15527156"
"CL"|"No "|"No "|"Clay loam"|"8116699"|"15675327"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8116734"|"15527173"
"GR-L"|"No "|"Yes"|"Gravelly loam"|"8116735"|"15675344"
"L"|"No "|"No "|"Loam"|"8116736"|"15230830"
"SIL"|"No "|"No "|"Silt loam"|"8116736"|"15379002"
"SICL"|"No "|"No "|"Silty clay loam"|"8116736"|"15527174"
"GR-SIL"|"No "|"Yes"|"Gravelly silt loam"|"8116739"|"15379004"
"CNV-SIL"|"No "|"No "|"Very channery silt loam"|"8116740"|"15527176"
"CNX-L"|"No "|"No "|"Extremely channery loam"|"8116740"|"15675347"
"CL"|"No "|"No "|"Clay loam"|"8116741"|"15230833"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116741"|"15379005"
"C"|"No "|"No "|"Clay"|"8116741"|"15527177"
"SIC"|"No "|"No "|"Silty clay"|"8116760"|"15230845"
"SICL"|"No "|"No "|"Silty clay loam"|"8116760"|"15527188"
"CL"|"No "|"No "|"Clay loam"|"8116760"|"15675359"
"GR-SL"|"No "|"Yes"|"Gravelly sandy loam"|"8116761"|"15379017"
"SL"|"No "|"Yes"|"Sandy loam"|"8116762"|"15527189"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116820"|"15527217"
"CL"|"No "|"No "|"Clay loam"|"8116820"|"15675388"
"ST-SL"|"No "|"Yes"|"Stony sandy loam"|"8116821"|"15230874"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116822"|"15379046"
"CL"|"No "|"No "|"Clay loam"|"8116822"|"15527218"
"L"|"No "|"No "|"Loam"|"8116822"|"15675389"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116842"|"15230886"
"SC"|"No "|"No "|"Sandy clay"|"8116842"|"15527229"
"CL"|"No "|"No "|"Clay loam"|"8116842"|"15675400"
"SCL"|"No "|"No "|"Sandy clay loam"|"8116843"|"15379058"
"CL"|"No "|"No "|"Clay loam"|"8116843"|"15527230"
"L"|"No "|"No "|"Loam"|"8116843"|"15675401"
"VAR"|"No "|"Yes"|"Variable"|"8116844"|"15230887"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"8116845"|"15379059"
"SCL"|"No "|"No "|"Sandy clay loam"|"8117245"|"15379241"
"CL"|"No "|"No "|"Clay loam"|"8117245"|"15527413"
"FS"|"No "|"Yes"|"Fine sand"|"8117315"|"15379274"
"FS"|"No "|"No "|"Fine sand"|"8117316"|"15527446"
"S"|"No "|"No "|"Sand"|"8117316"|"15675617"
"FS"|"No "|"No "|"Fine sand"|"8117317"|"15231103"
"S"|"No "|"No "|"Sand"|"8117317"|"15379275"
"LS"|"No "|"No "|"Loamy sand"|"8117317"|"15527447"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"8117318"|"15675618"
"FS"|"No "|"Yes"|"Fine sand"|"8117320"|"15379276"
"S"|"No "|"No "|"Sand"|"8117321"|"15527448"
"FS"|"No "|"No "|"Fine sand"|"8117321"|"15675619"
"S"|"No "|"No "|"Sand"|"8117322"|"15231105"
"FS"|"No "|"No "|"Fine sand"|"8117322"|"15379277"
"FS"|"No "|"Yes"|"Fine sand"|"8117323"|"15527449"
"FS"|"No "|"Yes"|"Fine sand"|"8117324"|"15675620"
"SCL"|"No "|"No "|"Sandy clay loam"|"8117325"|"15231106"
"SC"|"No "|"No "|"Sandy clay"|"8117325"|"15379278"
"FSL"|"No "|"No "|"Fine sandy loam"|"8117326"|"15231107"
"SL"|"No "|"No "|"Sandy loam"|"8117326"|"15527450"
